record_id,date,department,description,cluster,semantic_cluster,problem_category,week
OP0265,2026-08-24,DevOps,build failures are blocking scheduled releases after a recent update. several users have described similar behavior.,5,6,Deployment & CI,2026-08-24
OP0440,2026-08-24,Database,application requests experience database timeouts near the end of the workday. employees say the issue is becoming more frequent.,1,0,Database & Performance,2026-08-24
OP0053,2026-08-24,Facilities,employees cannot reliably access reserved meeting spaces when workload increases. the team has requested investigation.,8,8,Meeting Room Management,2026-08-24
OP0104,2026-08-24,Database,application requests experience database timeouts during the afternoon. the issue was reported by several employees.,7,0,Database & Performance,2026-08-24
OP0606,2026-08-24,Facilities,reserved rooms are sometimes occupied by other teams after a recent update. several users have described similar behavior.,6,8,Meeting Room Management,2026-08-24
OP0998,2026-08-24,Facilities,conference rooms appear double-booked during the afternoon. several users have described similar behavior.,7,8,Meeting Room Management,2026-08-24
OP0002,2026-08-24,HR,managers report a growing backlog of pending requests during the afternoon. the problem has occurred repeatedly this week.,5,2,Employee Approvals,2026-08-24
OP0625,2026-08-24,Customer Support,customers are reporting repeated payment failures near the end of the workday. the problem is causing delays for routine work.,2,4,Payments & Checkout,2026-08-24
OP0333,2026-08-24,Communication,project information is scattered across multiple channels when workload increases. the team says it is affecting productivity.,4,9,Internal Communication,2026-08-24
OP0924,2026-08-24,Facilities,employees cannot reliably access reserved meeting spaces during peak usage. the problem has occurred repeatedly this week.,8,8,Meeting Room Management,2026-08-24
OP0750,2026-08-24,Customer Support,checkout requests occasionally stop responding when workload increases. several users have described similar behavior.,7,4,Payments & Checkout,2026-08-24
OP0044,2026-08-24,DevOps,deployment jobs are waiting unusually long for resources during remote access. the issue became noticeable after a recent change.,4,6,Deployment & CI,2026-08-24
OP0920,2026-08-24,Communication,different departments are working from inconsistent information during the afternoon. employees say the issue is becoming more frequent.,1,9,Internal Communication,2026-08-24
OP0352,2026-08-25,Security,staff members are receiving repeated unexpected sign-in prompts during remote access. the issue was reported by several employees.,7,3,Security & Authentication,2026-08-24
OP0781,2026-08-25,Operations,warehouse data is arriving later than expected during remote access. the problem is causing delays for routine work.,2,5,Inventory & Synchronization,2026-08-24
OP0521,2026-08-25,Database,database response time becomes slow during peak usage near the end of the workday. the problem is causing delays for routine work.,2,0,Database & Performance,2026-08-24
OP0136,2026-08-25,Facilities,employees cannot reliably access reserved meeting spaces during peak usage. the team has requested investigation.,8,8,Meeting Room Management,2026-08-24
OP0809,2026-08-25,Product,users are having difficulty completing common tasks after the update during the afternoon. employees say the issue is becoming more frequent.,1,9,Internal Communication,2026-08-24
OP0277,2026-08-25,Security,employees are receiving unexpected login notifications during normal business hours. the issue was reported by several employees.,7,3,Security & Authentication,2026-08-24
OP0628,2026-08-25,Communication,project updates are arriving too late for affected teams when workload increases. the problem has occurred repeatedly this week.,7,9,Internal Communication,2026-08-24
OP0725,2026-08-25,HR,employee approval requests remain pending for several days during the afternoon. the issue became noticeable after a recent change.,5,2,Employee Approvals,2026-08-24
OP0917,2026-08-25,DevOps,ci jobs are frequently stopping before completion during the morning. the team says it is affecting productivity.,4,2,Employee Approvals,2026-08-24
OP0691,2026-08-25,Customer Support,online payment attempts sometimes fail unexpectedly during peak usage. the team says it is affecting productivity.,9,4,Payments & Checkout,2026-08-24
OP0091,2026-08-25,Product,customers report that important controls are difficult to locate during remote access. the issue was noticed during normal operations.,3,7,Network & VPN,2026-08-24
OP0087,2026-08-25,Communication,employees are receiving conflicting instructions during the afternoon. the issue was reported by several employees.,7,9,Internal Communication,2026-08-24
OP0284,2026-08-25,DevOps,ci jobs are frequently stopping before completion after a recent update. the problem has occurred repeatedly this week.,4,2,Employee Approvals,2026-08-24
OP0348,2026-08-25,DevOps,deployment jobs are waiting unusually long for resources during the afternoon. the issue became noticeable after a recent change.,4,6,Deployment & CI,2026-08-24
OP0272,2026-08-26,Customer Support,customers receive errors while completing purchases during normal business hours. the issue became noticeable after a recent change.,0,4,Payments & Checkout,2026-08-24
OP0314,2026-08-26,IT,network access becomes slow during peak hours after a recent update. the problem is still occurring.,6,7,Network & VPN,2026-08-24
OP0351,2026-08-26,Operations,stock changes are missing from the dashboard during peak usage. the issue became noticeable after a recent change.,4,5,Inventory & Synchronization,2026-08-24
OP0991,2026-08-26,Operations,stock changes are missing from the dashboard during the afternoon. the issue was noticed during normal operations.,4,5,Inventory & Synchronization,2026-08-24
OP0220,2026-08-26,DevOps,deployment jobs are waiting unusually long for resources when workload increases. the issue was reported by several employees.,4,6,Deployment & CI,2026-08-24
OP0106,2026-08-26,HR,routine employee requests require excessive approval time during remote access. the team has requested investigation.,5,2,Employee Approvals,2026-08-24
OP0425,2026-08-26,Customer Support,customers are reporting repeated payment failures during remote access. the problem has occurred repeatedly this week.,7,4,Payments & Checkout,2026-08-24
OP0313,2026-08-26,HR,leave requests are taking too long to get approved during peak usage. employees say the issue is becoming more frequent.,1,2,Employee Approvals,2026-08-24
OP0385,2026-08-26,DevOps,deployment jobs are waiting unusually long for resources during peak usage. the issue was reported by several employees.,4,6,Deployment & CI,2026-08-24
OP0292,2026-08-26,Communication,employees are receiving conflicting instructions during peak usage. the problem is still occurring.,7,9,Internal Communication,2026-08-24
OP0206,2026-08-26,DevOps,ci jobs are frequently stopping before completion during the afternoon. the problem has occurred repeatedly this week.,4,2,Employee Approvals,2026-08-24
